stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code,country
8015345,,AACHEN HBF (DE),,50.77083,6.105277,,,0,,,Germany
8200100,,LUXEMBOURG (LU),,49.6,6.133333,,,0,,,Luxembourg
8200101,,DOMMELDANGE (LU),,49.6339,6.136765,,,0,,,Luxembourg
8200102,,PFAFFENTHAL-KIRCHBERG (LU),,49.61913,6.132853,,,0,,,Luxembourg
8200110,,MERSCH (LU),,49.74889,6.106111,,,0,,,Luxembourg
8200120,,ETTELBRUCK(LU),,49.8475,6.104167,,,0,,,Luxembourg
8200128,,MICHELAU (LU),,49.897290000000005,6.09149,,,0,,,Luxembourg
8200130,,KAUTENBACH (LU),,49.95278,6.02,,,0,,,Luxembourg
8200132,,WILWERWILTZ (LU),,49.988890000000005,5.999167,,,0,,,Luxembourg
8200133,,DRAUFFELT (LU),,50.01778,6.006111,,,0,,,Luxembourg
8200134,,CLERVAUX (LU),,50.05472,6.031389,,,0,,,Luxembourg
8200136,,TROISVIERGES (LU),,50.121109999999994,6.000278,,,0,,,Luxembourg
8200510,,BERTRANGE STRASSEN (LU),,49.61111,6.05,,,0,,,Luxembourg
8200516,,MAMER (LU),,49.62587,6.020131,,,0,,,Luxembourg
8200518,,CAPELLEN (LU),,49.645,5.990833,,,0,,,Luxembourg
8200520,,KLEINBETTINGEN (LU),,49.646390000000004,5.916389,,,0,,,Luxembourg
8200930,,PETANGE,,49.55425,5.878681,,,0,,,Luxembourg
8200940,,RODANGE (LU),,49.55128,5.845025,,,0,,,Luxembourg
8210014,,MAMER-LYCEE (LU),,49.6194,6.028495,,,0,,,Luxembourg
8400058,,AMSTERDAM CS (NL),,52.35,4.916667,,,0,,,Netherlands
8400131,,BREDA (NL),,51.59568,4.780017,,,0,,,Netherlands
8400219,,EIJSDEN (NL),,50.77213,5.70979,,,0,,,Netherlands
8400280,,DEN HAAG HS (NL),,52.08333,4.3,,,0,,,Netherlands
8400424,,MAASTRICHT (NL),,50.85,5.705392,,,0,,,Netherlands
8400426,,MAASTRICHT RANDWIJCK (NL),,50.8385,5.716712,,,0,,,Netherlands
8400526,,ROOSENDAAL (NL),,51.54083,4.458692,,,0,,,Netherlands
8400530,,ROTTERDAM CS (NL),,51.91667,4.5,,,0,,,Netherlands
8400561,,SCHIPHOL (NL),,52.3,4.75,,,0,,,Netherlands
8727100,,PARIS NORD (FR),,48.86667,2.333333,,,0,,,France
8728105,,CROIX L'ALLUMETTE (FR),,50.6757,3.133809,,,0,,,France
8728600,,LILLE FLANDRES (FR),,50.63333,3.066667,,,0,,,France
8728606,,HELLEMMES (FR),,50.626940000000005,3.108888,,,0,,,France
8728654,,TOURCOING (FR),,50.71667,3.15,,,0,,,France
8728671,,CROIX WASQUEHAL (FR),,50.66667,3.15,,,0,,,France
8728673,,ROUBAIX (FR),,50.7,3.166667,,,0,,,France
8728683,,PONT DE BOIS (FR),,50.624159999999996,3.1275,,,0,,,France
8728685,,ANNAPPES (FR),,50.63333,3.15,,,0,,,France
8728686,,ASCQ (FR),,50.61667,3.166667,,,0,,,France
8728687,,BAISIEUX (FR),,50.6,3.25,,,0,,,France
8728710,,LEZENNES (FR),,50.61667,3.116667,,,0,,,France
8729500,,MAUBEUGE (F),,50.272890000000004,3.966566,,,0,,,France
8729560,,AULNOYE AYMERIES (F),,50.19744,3.843413,,,0,,,France
8811007,,SCHAERBEEK,,50.87851,4.37864,,,0,S8811007,,Belgium
8811106,,EVERE,,50.867779999999996,4.400963,,,0,S8811106,,Belgium
8811130,,HAREN-SUD,,50.88969,4.415358,,,0,S8811130,,Belgium
8811148,,BUDA,,50.9075,4.417075,,,0,S8811148,,Belgium
8811155,,HAREN,,50.88888,4.41998,,,0,S8811155,,Belgium
8811163,,BORDET,,50.877790000000005,4.410024,,,0,S8811163,,Belgium
8811171,,MEISER,,50.85407,4.394424,,,0,S8811171,,Belgium
8811189,,VILVORDE,,50.92458,4.432826,,,0,S8811189,,Belgium
8811197,,MERODE,,50.83928,4.398932,,,0,S8811197,,Belgium
8811205,,DELTA,,50.81836,4.403871,,,0,S8811205,,Belgium
8811213,,DIEGEM,,50.89048,4.442773,,,0,S8811213,,Belgium
8811221,,ZAVENTEM,,50.88572,4.46989,,,0,S8811221,,Belgium
8811247,,NOSSEGEM,,50.883309999999994,4.50611,,,0,S8811247,,Belgium
8811254,,KORTENBERG,,50.89307,4.5433,,,0,S8811254,,Belgium
8811262,,ERPS-KWERPS,,50.89651,4.585,,,0,S8811262,,Belgium
8811270,,VELTEM,,50.90052,4.63352,,,0,S8811270,,Belgium
8811288,,HERENT,,50.903529999999996,4.67219,,,0,S8811288,,Belgium
8811304,,BRUXELLES-LUXEMBOURG,,50.83894,4.373676,,,0,S8811304,,Belgium
8811403,,GERMOIR,,50.83,4.379445,,,0,S8811403,,Belgium
8811411,,ETTERBEEK,,50.82219,4.389517,,,0,S8811411,,Belgium
8811429,,WATERMAEL,,50.80917,4.399885,,,0,S8811429,,Belgium
8811437,,BOITSFORT,,50.7947,4.408114,,,0,S8811437,,Belgium
8811445,,GROENENDAAL,,50.7661,4.44949,,,0,S8811445,,Belgium
8811460,,HOEILAART,,50.76016,4.46741,,,0,S8811460,,Belgium
8811510,,LA HULPE,,50.73796,4.49706,,,0,S8811510,,Belgium
8811528,,GENVAL,,50.7257,4.514834,,,0,S8811528,,Belgium
8811536,,RIXENSART,,50.71141,4.53286,,,0,S8811536,,Belgium
8811544,,PROFONDSART,,50.69965,4.545435,,,0,S8811544,,Belgium
8811601,,OTTIGNIES,,50.67367,4.56936,,,0,S8811601,,Belgium
8811635,,LIMAL,,50.69214,4.5753,,,0,S8811635,,Belgium
8811676,,LOUVAIN-LA-NEUVE,,50.6698,4.615746,,,0,S8811676,,Belgium
8811718,,BIERGES-WALIBI,,50.707770000000004,4.59475,,,0,S8811718,,Belgium
8811726,,WAVRE,,50.71627,4.60478,,,0,S8811726,,Belgium
8811734,,BASSE-WAVRE,,50.72442,4.621653,,,0,S8811734,,Belgium
8811742,,GASTUCHE,,50.73665,4.6496,,,0,S8811742,,Belgium
8811759,,ARCHENNES,,50.75435,4.662441,,,0,S8811759,,Belgium
8811767,,FLORIVAL,,50.7615,4.65387,,,0,S8811767,,Belgium
8811775,,PECROT,,50.77851,4.651483,,,0,S8811775,,Belgium
8811817,,CEROUX-MOUSTY,,50.65994,4.569049,,,0,S8811817,,Belgium
8811825,,COURT-SAINT-ETIENNE,,50.64557,4.56582,,,0,S8811825,,Belgium
8811916,,BRUXELLES-SCHUMAN,,50.84328,4.380725,,,0,S8811916,,Belgium
8811940,,ANDERLECHT,,50.8179,4.2918,,,0,S8811940,,Belgium
8812005,,BRUXELLES-NORD,,50.85966,4.36085,,,0,S8812005,,Belgium
8812013,,SIMONIS,,50.863640000000004,4.328982,,,0,S8812013,,Belgium
8812021,,BOCKSTAEL,,50.87943,4.34851,,,0,S8812021,,Belgium
8812047,,JETTE,,50.880829999999996,4.326218,,,0,S8812047,,Belgium
8812062,,ZELLIK,,50.890029999999996,4.274546,,,0,S8812062,,Belgium
8812070,,ASSE,,50.906490000000005,4.207988,,,0,S8812070,,Belgium
8812112,,MOLLEM,,50.933479999999996,4.216967,,,0,S8812112,,Belgium
8812120,,MERCHTEM,,50.95495,4.222719,,,0,S8812120,,Belgium
8812146,,OPWIJK,,50.974779999999996,4.187317,,,0,S8812146,,Belgium
8812153,,HEIZIJDE,,50.9896,4.156174,,,0,S8812153,,Belgium
8812161,,LEBBEKE,,51.00501,4.134372,,,0,S8812161,,Belgium
8812211,,BERCHEM-SAINTE-AGATHE,,50.87263,4.289892,,,0,S8812211,,Belgium
8812229,,GRAND-BIGARD,,50.86834,4.273542,,,0,S8812229,,Belgium
8812237,,DILBEEK,,50.86673,4.24339,,,0,S8812237,,Belgium
8812245,,SINT-MARTENS-BODEGEM,,50.86716,4.20508,,,0,S8812245,,Belgium
8812252,,TERNAT,,50.874520000000004,4.16534,,,0,S8812252,,Belgium
8812260,,ESSENE LOMBEEK,,50.88245,4.11517,,,0,S8812260,,Belgium
8813003,,BRUXELLES-CENTRAL,,50.84565,4.356804,,,0,S8813003,,Belgium
8813037,,BRUXELLES-CHAPELLE,,50.84113,4.34787,,,0,S8813037,,Belgium
8813045,,BRUXELLES-CONGRES,,50.85207,4.362051,,,0,S8813045,,Belgium
8814001,,BRUXELLES-MIDI,,50.83571,4.33653,,,0,S8814001,,Belgium
8814118,,FOREST-EST,,50.8102,4.32094,,,0,S8814118,,Belgium
8814126,,UCCLE-STALLE,,50.802409999999995,4.3239,,,0,S8814126,,Belgium
8814134,,UCCLE-CALEVOET,,50.79175,4.332211,,,0,S8814134,,Belgium
8814142,,LINKEBEEK,,50.77369,4.339434,,,0,S8814142,,Belgium
8814159,,HOLLEKEN,,50.76763,4.353956,,,0,S8814159,,Belgium
8814167,,RHODE-SAINT-GENESE,,50.74781,4.362001,,,0,S8814167,,Belgium
8814175,,DE HOEK,,50.73881,4.370713,,,0,S8814175,,Belgium
8814209,,NIVELLES,,50.59964,4.335065,,,0,S8814209,,Belgium
8814241,,LILLOIS,,50.64542,4.365369,,,0,S8814241,,Belgium
8814258,,BRAINE-L'ALLEUD,,50.684779999999996,4.37553,,,0,S8814258,,Belgium
8814266,,WATERLOO,,50.71542,4.383485,,,0,S8814266,,Belgium
8814308,,HAL,,50.73393,4.240633,,,0,S8814308,,Belgium
8814332,,LEMBEEK,,50.715109999999996,4.22158,,,0,S8814332,,Belgium
8814340,,BUIZINGEN,,50.75158,4.25856,,,0,S8814340,,Belgium
8814357,,LOT,,50.76636,4.2737,,,0,S8814357,,Belgium
8814365,,RUISBROEK,,50.79183,4.29533,,,0,S8814365,,Belgium
8814373,,FOREST-MIDI,,50.80922,4.309167,,,0,S8814373,,Belgium
8814415,,HUIZINGEN,,50.7519,4.266485,,,0,S8814415,,Belgium
8814423,,BEERSEL,,50.76661,4.302603,,,0,S8814423,,Belgium
8814431,,MOENSBERG,,50.77832,4.330729,,,0,S8814431,,Belgium
8814449,,SAINT-JOB,,50.79441,4.362758,,,0,S8814449,,Belgium
8814456,,BOONDAEL,,50.801359999999995,4.393081,,,0,S8814456,,Belgium
8814464,,VIVIER D OIE,,50.79615,4.37405,,,0,S8814464,,Belgium
8814472,,ARCADES,,50.80992,4.39854,,,0,S8814472,,Belgium
8815016,,TOUR-ET-TAXIS,,50.8728,4.342105,,,0,S8815016,,Belgium
8815040,,BRUXELLES-OUEST,,50.84856,4.32104,,,0,S8815040,,Belgium
8819406,,BRUSSELS AIRPORT-ZAVENTEM,,50.89646,4.482072,,,0,S8819406,,Belgium
8821006,,ANVERS-CENTRAL,,51.2172,4.421098,,,0,S8821006,,Belgium
8821063,,ANVERS-LUCHTBAL,,51.24413,4.425033,,,0,S8821063,,Belgium
8821071,,EKEREN,,51.28163,4.434153,,,0,S8821071,,Belgium
8821089,,ANVERS-NOORDERDOKKEN,,51.26164,4.42791,,,0,S8821089,,Belgium
8821105,,NOORDERKEMPEN (BRECHT),,51.35683,4.6322,,,0,S8821105,,Belgium
8821121,,ANVERS-BERCHEM,,51.19923,4.432219,,,0,S8821121,,Belgium
8821147,,MORTSEL,,51.182959999999994,4.448435,,,0,S8821147,,Belgium
8821154,,MORTSEL-DEURNESTEENWEG,,51.18303,4.446515,,,0,S8821154,,Belgium
8821196,,ANVERS-SUD,,51.197829999999996,4.390264,,,0,S8821196,,Belgium
8821238,,MORTSEL-OUDE GOD,,51.17125,4.455737,,,0,S8821238,,Belgium
8821246,,MORTSEL-LIERSESTEENWEG,,51.16903,4.468841,,,0,S8821246,,Belgium
8821311,,KONTICH-LINT,,51.134029999999996,4.476358,,,0,S8821311,,Belgium
8821337,,HOVE,,51.15412,4.465158,,,0,S8821337,,Belgium
8821402,,ESSEN,,51.462759999999996,4.451318,,,0,S8821402,,Belgium
8821436,,WILDERT,,51.428090000000005,4.463349,,,0,S8821436,,Belgium
8821444,,KALMTHOUT,,51.39117,4.466825,,,0,S8821444,,Belgium
8821451,,KIJKUIT,,51.378659999999996,4.467318,,,0,S8821451,,Belgium
8821519,,HEIDE,,51.36462,4.460482,,,0,S8821519,,Belgium
8821535,,KAPELLEN,,51.31353,4.432662,,,0,S8821535,,Belgium
8821543,,SINT-MARIABURG,,51.29165,4.434902,,,0,S8821543,,Belgium
8821600,,LIERRE,,51.13576,4.560611,,,0,S8821600,,Belgium
8821634,,BOECHOUT,,51.16348,4.494487,,,0,S8821634,,Belgium
8821659,,KESSEL,,51.15106,4.61846,,,0,S8821659,,Belgium
8821667,,NIJLEN,,51.15984,4.666589,,,0,S8821667,,Belgium
8821709,,WOLFSTEE,,51.16836,4.786148,,,0,S8821709,,Belgium
8821717,,HERENTALS,,51.181509999999996,4.82954,,,0,S8821717,,Belgium
8821725,,BOUWEL,,51.16576,4.746515,,,0,S8821725,,Belgium
8821816,,BERLAAR,,51.113659999999996,4.638808,,,0,S8821816,,Belgium
8821824,,MELKOUWEN,,51.09494,4.671533,,,0,S8821824,,Belgium
8821832,,HEIST-OP-DEN-BERG,,51.07415,4.708231,,,0,S8821832,,Belgium
8821857,,BOOISCHOT,,51.03734,4.773481,,,0,S8821857,,Belgium
8821865,,BEGIJNENDIJK,,51.02197,4.80034,,,0,S8821865,,Belgium
8821907,,TURNHOUT,,51.32203,4.937413,,,0,S8821907,,Belgium
8821964,,TIELEN,,51.24102,4.89309,,,0,S8821964,,Belgium
8822004,,MALINES,,51.01765,4.482785,,,0,S8822004,,Belgium
8822053,,KAPELLE-OP-DEN-BOS,,51.01084,4.359118,,,0,S8822053,,Belgium
8822111,,LONDERZEEL,,51.00909,4.299069,,,0,S8822111,,Belgium
8822137,,MALDEREN,,51.01449,4.22911,,,0,S8822137,,Belgium
8822145,,BUGGENHOUT,,51.016290000000005,4.201663,,,0,S8822145,,Belgium
8822160,,BAASRODE-ZUID,,51.01944,4.153496,,,0,S8822160,,Belgium
8822210,,DUFFEL,,51.09124,4.493184,,,0,S8822210,,Belgium
8822228,,SINT-KATELIJNE-WAVER,,51.06998,4.496119,,,0,S8822228,,Belgium
8822251,,WEERDE,,50.97745,4.470935,,,0,S8822251,,Belgium
8822269,,EPPEGEM,,50.9584,4.45749,,,0,S8822269,,Belgium
8822277,,HOFSTADE,,50.988659999999996,4.49834,,,0,S8822277,,Belgium
8822343,,MALINES-NEKKERSPOEL,,51.02988,4.489917,,,0,S8822343,,Belgium
8822426,,MUIZEN,,51.0082,4.51384,,,0,S8822426,,Belgium
8822459,,HEVER,,50.99779,4.537634,,,0,S8822459,,Belgium
8822475,,BOORTMEERBEEK,,50.98185,4.5739,,,0,S8822475,,Belgium
8822517,,HAACHT,,50.966429999999995,4.613306,,,0,S8822517,,Belgium
8822525,,WESPELAAR-TILDONK,,50.95855,4.638014,,,0,S8822525,,Belgium
8822533,,HAMBOS,,50.94425,4.66301,,,0,S8822533,,Belgium
8822608,,WILLEBROEK,,51.06635,4.35602,,,0,S8822608,,Belgium
8822715,,PUURS,,51.077220000000004,4.282701,,,0,S8822715,,Belgium
8822772,,BORNEM,,51.09923,4.24053,,,0,S8822772,,Belgium
8822814,,BOOM,,51.090709999999994,4.360698,,,0,S8822814,,Belgium
8822848,,RUISBROEK-SAUVEGARDE,,51.08103,4.325001,,,0,S8822848,,Belgium
8824158,,HOBOKEN-POLDER,,51.1827,4.347787,,,0,S8824158,,Belgium
8824224,,HEMIKSEM,,51.13625,4.338294,,,0,S8824224,,Belgium
8824232,,SCHELLE,,51.12551,4.340261,,,0,S8824232,,Belgium
8824240,,NIEL,,51.1116,4.338591,,,0,S8824240,,Belgium
8829009,,ESSEN-GRENS,,51.46909,4.44893,,,0,,,Belgium
8831005,,HASSELT,,50.930820000000004,5.327631,,,0,S8831005,,Belgium
8831039,,ALKEN,,50.886829999999996,5.292867,,,0,S8831039,,Belgium
8831088,,SCHULEN,,50.96376,5.187405,,,0,S8831088,,Belgium
8831112,,DIEPENBEEK,,50.91045,5.419946,,,0,S8831112,,Belgium
8831138,,BILZEN,,50.86864,5.50938,,,0,S8831138,,Belgium
8831310,,TONGRES,,50.7844,5.47328,,,0,S8831310,,Belgium
8831401,,DIEST,,50.99334,5.05003,,,0,S8831401,,Belgium
8831765,,GENK,,50.96706,5.497683,,,0,S8831765,,Belgium
8831781,,BOKRIJK,,50.95581,5.408383,,,0,S8831781,,Belgium
8831807,,SAINT-TROND,,50.81762,5.17665,,,0,S8831807,,Belgium
8832003,,BOURG-LEOPOLD,,51.117309999999996,5.25729,,,0,S8832003,,Belgium
8832045,,BALEN,,51.1691,5.164985,,,0,S8832045,,Belgium
8832227,,BEVERLO,,51.087720000000004,5.234375,,,0,S8832227,,Belgium
8832235,,BERINGEN,,51.0506,5.23589,,,0,S8832235,,Belgium
8832243,,HEUSDEN,,51.0382,5.281786,,,0,S8832243,,Belgium
8832250,,ZOLDER,,51.03352,5.330274,,,0,S8832250,,Belgium
8832334,,ZONHOVEN,,50.98956,5.348813,,,0,S8832334,,Belgium
8832375,,KIEWIT,,50.95485,5.350226,,,0,S8832375,,Belgium
8832409,,MOL,,51.19105,5.116333,,,0,S8832409,,Belgium
8832433,,GEEL,,51.16896,4.988611,,,0,S8832433,,Belgium
8832458,,OLEN,,51.17403,4.9025,,,0,S8832458,,Belgium
8832565,,LOMMEL,,51.21156,5.312032,,,0,S8832565,,Belgium
8832573,,OVERPELT,,51.21562,5.422756,,,0,S8832573,,Belgium
8832615,,NEERPELT,,51.22237,5.43717,,,0,S8832615,,Belgium
8832664,,HAMONT,,51.24642,5.543276,,,0,S8832664,,Belgium
8833001,,LOUVAIN,,50.88228,4.715868,,,0,S8833001,,Belgium
8833050,,VERTRIJK,,50.83628,4.83552,,,0,S8833050,,Belgium
8833126,,HEVERLEE,,50.86253,4.695201,,,0,S8833126,,Belgium
8833134,,OUD-HEVERLEE,,50.83593,4.65331,,,0,S8833134,,Belgium
8833159,,SINT-JORIS-WEERT,,50.80063,4.651728,,,0,S8833159,,Belgium
8833175,,WIJGMAAL,,50.922740000000005,4.701478,,,0,S8833175,,Belgium
8833209,,AARSCHOT,,50.98441,4.82404,,,0,S8833209,,Belgium
8833233,,WEZEMAAL,,50.95626,4.747681,,,0,S8833233,,Belgium
8833258,,LANGDORP,,51.00247,4.86354,,,0,S8833258,,Belgium
8833266,,TESTELT,,51.009859999999996,4.94583,,,0,S8833266,,Belgium
8833274,,ZICHEM,,51.00669,4.98736,,,0,S8833274,,Belgium
8833308,,TIRLEMONT,,50.80802,4.92581,,,0,S8833308,,Belgium
8833449,,EZEMAAL,,50.77213,4.99422,,,0,S8833449,,Belgium
8833605,,LANDEN,,50.74793,5.07966,,,0,S8833605,,Belgium
8833670,,NEERWINDEN,,50.76396,5.03632,,,0,S8833670,,Belgium
8841004,,LIEGE-GUILLEMINS,,50.62455,5.566698,,,0,S8841004,,Belgium
8841202,,ANS,,50.66121,5.5097,,,0,S8841202,,Belgium
8841319,,BIERSET-AWANS,,50.658609999999996,5.46055,,,0,S8841319,,Belgium
8841327,,VOROUX,,50.661809999999996,5.42956,,,0,S8841327,,Belgium
8841400,,WAREMME,,50.69455,5.24948,,,0,S8841400,,Belgium
8841434,,BLERET,,50.68507,5.286398,,,0,S8841434,,Belgium
8841442,,REMICOURT,,50.67861,5.32141,,,0,S8841442,,Belgium
8841459,,MOMALLE,,50.669909999999994,5.3676,,,0,S8841459,,Belgium
8841467,,FEXHE-LE-HAUT-CLOCHER,,50.66405,5.39845,,,0,S8841467,,Belgium
8841525,,LIEGE-SAINT-LAMBERT,,50.64635,5.570451,,,0,S8841525,,Belgium
8841558,,LIEGE-CARRE,,50.6403,5.56113,,,0,S8841558,,Belgium
8841608,,HERSTAL,,50.66091,5.622762,,,0,S8841608,,Belgium
8841665,,MILMORT,,50.69246,5.600094,,,0,S8841665,,Belgium
8841673,,LIERS,,50.69818,5.566829,,,0,S8841673,,Belgium
8841731,,GLONS,,50.75043,5.535429,,,0,S8841731,,Belgium
8842002,,ANGLEUR,,50.61314,5.59983,,,0,S8842002,,Belgium
8842036,,CHENEE,,50.60802,5.616075,,,0,S8842036,,Belgium
8842051,,CHAUDFONTAINE,,50.58698,5.643734,,,0,S8842051,,Belgium
8842630,,TILFF,,50.57063,5.583933,,,0,S8842630,,Belgium
8842648,,MERY,,50.54762,5.587237,,,0,S8842648,,Belgium
8842655,,HONY,,50.53992,5.573567,,,0,S8842655,,Belgium
8842663,,ESNEUX,,50.530559999999994,5.572567,,,0,S8842663,,Belgium
8842689,,POULSEUR,,50.509209999999996,5.578855,,,0,S8842689,,Belgium
8842705,,RIVAGE,,50.48328,5.587635,,,0,S8842705,,Belgium
8842754,,AYWAILLE,,50.47293,5.672496,,,0,S8842754,,Belgium
8842838,,COMBLAIN-LA-TOUR,,50.45686,5.566959,,,0,S8842838,,Belgium
8842846,,HAMOIR,,50.42818,5.533561,,,0,S8842846,,Belgium
8842853,,SY,,50.403259999999996,5.523566,,,0,S8842853,,Belgium
8843067,,SERAING,,50.6089,5.513777,,,0,S8843067,,Belgium
8843133,,SCLESSIN,,50.609840000000005,5.55891,,,0,S8843133,,Belgium
8843141,,PONT-DE-SERAING,,50.61965,5.510161,,,0,S8843141,,Belgium
8843158,,JEMEPPE-SUR-MEUSE,,50.61845,5.497871,,,0,S8843158,,Belgium
8843166,,FLEMALLE-GRANDE,,50.60535,5.48098,,,0,S8843166,,Belgium
8843174,,OUGREE,,50.6054,5.536972,,,0,S8843174,,Belgium
8843208,,FLEMALLE-HAUTE,,50.59531,5.457661,,,0,S8843208,,Belgium
8843224,,LEMAN,,50.6004,5.46831,,,0,S8843224,,Belgium
8843240,,ENGIS,,50.58296,5.40199,,,0,S8843240,,Belgium
8843307,,HUY,,50.52724,5.23421,,,0,S8843307,,Belgium
8843323,,AMPSIN,,50.53922,5.289727,,,0,S8843323,,Belgium
8843331,,AMAY,,50.546009999999995,5.32049,,,0,S8843331,,Belgium
8843349,,HAUTE-FLONE,,50.553490000000004,5.330336,,,0,S8843349,,Belgium
8843406,,STATTE,,50.52828,5.21968,,,0,S8843406,,Belgium
8843430,,BAS-OHA,,50.52263,5.19094,,,0,S8843430,,Belgium
8843901,,BRESSOUX,,50.64396,5.611062,,,0,S8843901,,Belgium
8844008,,VERVIERS-CENTRAL,,50.58814,5.854913,,,0,S8844008,,Belgium
8844057,,VERVIERS-PALAIS,,50.590920000000004,5.865333,,,0,S8844057,,Belgium
8844206,,PEPINSTER,,50.56818,5.806155,,,0,S8844206,,Belgium
8844230,,NESSONVAUX,,50.57209,5.741577,,,0,S8844230,,Belgium
8844255,,FRAIPONT,,50.565059999999995,5.723666,,,0,S8844255,,Belgium
8844271,,TROOZ,,50.573209999999996,5.688351,,,0,S8844271,,Belgium
8844313,,PEPINSTER-CITE,,50.5634,5.804399,,,0,S8844313,,Belgium
8844321,,JUSLENVILLE,,50.54472,5.809935,,,0,S8844321,,Belgium
8844339,,THEUX,,50.536159999999995,5.81503,,,0,S8844339,,Belgium
8844347,,FRANCHIMONT,,50.52572,5.82222,,,0,S8844347,,Belgium
8844404,,SPA,,50.4903,5.855101,,,0,S8844404,,Belgium
8844420,,SPA-GERONSTERE,,50.4893,5.866211,,,0,S8844420,,Belgium
8844503,,WELKENRAEDT,,50.65971,5.975386,,,0,S8844503,,Belgium
8844545,,DOLHAIN-GILEPPE,,50.61625,5.93649,,,0,S8844545,,Belgium
8844628,,EUPEN,,50.63516,6.03711,,,0,S8844628,,Belgium
8844644,,HERGENRATH,,50.71821,6.041336,,,0,S8844644,,Belgium
8845005,,GOUVY,,50.189409999999995,5.95391,,,0,S8845005,,Belgium
8845146,,VIELSALM,,50.278929999999995,5.909209,,,0,S8845146,,Belgium
8845203,,TROIS-PONTS,,50.36822,5.873579,,,0,S8845203,,Belgium
8845229,,COO,,50.39113,5.880474,,,0,S8845229,,Belgium
8846201,,VISE,,50.737759999999994,5.692548,,,0,S8846201,,Belgium
8847258,,Y.RENORY,,50.60485,5.55788,,,0,,,Belgium
8849023,,HERGENRATH-FRONTIERE,,50.718959999999996,6.041269,,,0,,,Belgium
8849064,,VISE-FRONTIERE,,50.75841,5.702903,,,0,,,Belgium
8849072,,GOUVY-FRONTIERE,,50.17165,5.968613,,,0,,,Luxembourg
